priref,artist_name,date,objectcat,lrefs_in_xml,reason
137235,"Putter, Pieter de",1605,unknown,10783267,only excluded placeholder lrefs available: 10783267
137236,"Putter, Pieter de",1605,unknown,10783267,only excluded placeholder lrefs available: 10783267
137237,"Putter, Pieter de",1605,unknown,10783267,only excluded placeholder lrefs available: 10783267
137238,"Putter, Pieter de",1605,unknown,10783267,only excluded placeholder lrefs available: 10783267
137239,"Putter, Pieter de",1605,unknown,10783267,only excluded placeholder lrefs available: 10783267
137240,"Veen, Apollonia van",1600,unknown,10783267,only excluded placeholder lrefs available: 10783267
137241,"Putter, Pieter de",1605,unknown,10783267,only excluded placeholder lrefs available: 10783267
137242,"Putter, Pieter de",1605,unknown,10783267,only excluded placeholder lrefs available: 10783267
137243,"Vliet, Willem van der",1615,unknown,10783267,only excluded placeholder lrefs available: 10783267
137244,"Veen, Pieter van (1563)",1578,unknown,10783267,only excluded placeholder lrefs available: 10783267
137245,"Cuyp, Benjamin",1627,unknown,10783267,only excluded placeholder lrefs available: 10783267
137246,"Cuyp, Benjamin",1627,unknown,10783267,only excluded placeholder lrefs available: 10783267
137248,Anoniem,1575,unknown,10783267,only excluded placeholder lrefs available: 10783267
137249,Anoniem,1630,unknown,10783267,only excluded placeholder lrefs available: 10783267
137250,Anoniem,1575,unknown,10783267,only excluded placeholder lrefs available: 10783267
137251,Anoniem,1550,unknown,10783267,only excluded placeholder lrefs available: 10783267
137252,Anoniem,1550,unknown,10783267,only excluded placeholder lrefs available: 10783267
137253,Anoniem,1600,unknown,10783267,only excluded placeholder lrefs available: 10783267
137254,Anoniem,1600,unknown,10783267,only excluded placeholder lrefs available: 10783267
137255,Anoniem,1600,unknown,10783267,only excluded placeholder lrefs available: 10783267
137256,Anoniem,1600,unknown,10783267,only excluded placeholder lrefs available: 10783267
137257,Anoniem,1600,unknown,10783267,only excluded placeholder lrefs available: 10783267
137258,Anoniem,1600,unknown,10783267,only excluded placeholder lrefs available: 10783267
137259,"Moreelse, Paulus",1616,painting,10783267,only excluded placeholder lrefs available: 10783267
137260,Anoniem,1600,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
137261,Anoniem,1575,unknown,10783267,only excluded placeholder lrefs available: 10783267
137262,"Veen, Simon van",1629,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
137263,Anoniem,1600,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
137272,Anoniem,1657,unknown,10783267,only excluded placeholder lrefs available: 10783267
137273,"Spijck, Jacob van der (II)",1665,unknown,10783267,only excluded placeholder lrefs available: 10783267
137274,"Merck, Jacob van der",1615,unknown,10783267,only excluded placeholder lrefs available: 10783267
137275,"Oldewelt, Ferdinand",1872,painting,10783267,only excluded placeholder lrefs available: 10783267
137276,"Pieneman, Nicolaas (1809-1860)",1824,painting,10783267,only excluded placeholder lrefs available: 10783267
137277,Anoniem,1900,painting,10783267,only excluded placeholder lrefs available: 10783267
137279,"Velde, Bram van",1910,painting,10783267,only excluded placeholder lrefs available: 10783267
137280,"Sluijters, Jan",1896,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
137289,"Waay, Nicolaas van der",1870,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
137291,"Humbert de Superville, David Pièrre Giottino",1785,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
137295,Louise (prinses van Oranje-Nassau),1785,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
137296,"Richters, Marius",1920,painting,10783267,only excluded placeholder lrefs available: 10783267
137297,"Wiegers, Jan",1929,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
137298,"Wiegers, Jan",1929,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
137299,"Dupuis, Toon",1892,sculpture,10783267,only excluded placeholder lrefs available: 10783267
137305,"Sondaar, Bertus",1944,sculpture,10783267,only excluded placeholder lrefs available: 10783267
137311,"Bailly, David",1628,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
137337,"Cohen, Johan",1910,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
137339,"Steenhoff, Willem",1932,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
137340,"Langeveld, A.",1880,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
137360,"Aldewereld, Herman van",1643,painting,10783267,only excluded placeholder lrefs available: 10783267
137375,"Picolet, Cornelis",1653,painting,10783267,only excluded placeholder lrefs available: 10783267
137381,"Verkolje, Jan (I)",1690,unknown,10783267,only excluded placeholder lrefs available: 10783267
137382,"Heyden, Jan van der",1661,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
137383,"Merck, Jacob van der",1615,unknown,10783267,only excluded placeholder lrefs available: 10783267
137400,"Wessel, Isaac van",1669,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
137406,"Baen, Jan de",1648,unknown,10783267,only excluded placeholder lrefs available: 10783267
137412,"Westerbaen, Jan Jansz. (I)",1650,painting,10783267,only excluded placeholder lrefs available: 10783267
137414,"Mieris, Frans van (I)",1650,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
137417,"Quinkhard, Julius (I)",1649,painting,10783267,only excluded placeholder lrefs available: 10783267
137425,"Sondaar, Bertus",1947,sculpture,10783267,only excluded placeholder lrefs available: 10783267
137434,Anoniem,1735,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
137436,Anoniem,1800,silhouette,10783267,only excluded placeholder lrefs available: 10783267
137437,Anoniem,1800,silhouette,10783267,only excluded placeholder lrefs available: 10783267
137443,"Cooghen, Leendert van der",1651,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
137444,"Cooghen, Leendert van der",1653,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
137452,"Jacobsz., Dirck",1502,painting,10783267,only excluded placeholder lrefs available: 10783267
137453,"Visscher, Cornelis (III)",1643,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
137456,"Visscher, Cornelis (III)",1652,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
137457,"Visscher, Cornelis (III)",1658,unknown,10783267,only excluded placeholder lrefs available: 10783267
137461,Anoniem,1500,unknown,10783267,only excluded placeholder lrefs available: 10783267
137463,"Scorel, Jan van",1550,painting,10783267,only excluded placeholder lrefs available: 10783267
137465,"Schoor, Aelbert Jansz. van der",1651,painting,10783267,only excluded placeholder lrefs available: 10783267
137481,"Sondaar, Bertus",1935,sculpture,10783267,only excluded placeholder lrefs available: 10783267
137487,Anoniem,1561,unknown,10783267,only excluded placeholder lrefs available: 10783267
137488,Anoniem,1567,unknown,10783267,only excluded placeholder lrefs available: 10783267
137489,Anoniem,1576,unknown,10783267,only excluded placeholder lrefs available: 10783267
137490,"Cuyp, Jacob Gerritsz.",1624,unknown,10783267,only excluded placeholder lrefs available: 10783267
137491,"Cuyp, Jacob Gerritsz.",1624,unknown,10783267,only excluded placeholder lrefs available: 10783267
137492,"Cuyp, Jacob Gerritsz.",1626,unknown,10783267,only excluded placeholder lrefs available: 10783267
137493,"Cuyp, Jacob Gerritsz.",1626,unknown,10783267,only excluded placeholder lrefs available: 10783267
137494,Anoniem,1629,unknown,10783267,only excluded placeholder lrefs available: 10783267
137495,"Cuyp, Jacob Gerritsz.",1609,painting,10783267,only excluded placeholder lrefs available: 10783267
137496,"Cuyp, Jacob Gerritsz.",1609,painting,10783267,only excluded placeholder lrefs available: 10783267
137500,Anoniem,1525,unknown,10783267,only excluded placeholder lrefs available: 10783267
137510,"Delin, Charles Bruno Donat",1775,painting,10783267,only excluded placeholder lrefs available: 10783267
137511,Anoniem,1600,unknown,10783267,only excluded placeholder lrefs available: 10783267
137513,Anoniem,1515,painting,10783267,only excluded placeholder lrefs available: 10783267
137516,"Kunst, Berend",1822,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
137518,"Esser, Wijnand",1794,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
137519,"Kunst, Berend",1842,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
137520,"Kunst, Berend",1849,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
137522,Anoniem,1733,unknown,10783267,only excluded placeholder lrefs available: 10783267
137537,"Lengele, Martinus",1600,painting,10783267,only excluded placeholder lrefs available: 10783267
137544,"Netscher, Caspar",1654,painting,10783267,only excluded placeholder lrefs available: 10783267
137545,"Lengele, Martinus",1650,painting,10783267,only excluded placeholder lrefs available: 10783267
137561,"Vollevens, Johannes (II)",1700,painting,10783267,only excluded placeholder lrefs available: 10783267
137567,"Swanenburg, Isaac Claesz. van",1552,painting,10783267,only excluded placeholder lrefs available: 10783267
137568,Anoniem,1525,painting,10783267,only excluded placeholder lrefs available: 10783267
137581,Anoniem,1650,painting,10783267,only excluded placeholder lrefs available: 10783267
137582,Anoniem,1550,painting,10783267,only excluded placeholder lrefs available: 10783267
137583,"Loo, Jacob van",1629,painting,10783267,only excluded placeholder lrefs available: 10783267
137585,"Mijn, Herman van der",1727,painting,10783267,only excluded placeholder lrefs available: 10783267
137595,"Mierevelt, Michiel van",1614,painting,10783267,only excluded placeholder lrefs available: 10783267
137596,"Baen, Jan de",1650,painting,10783267,only excluded placeholder lrefs available: 10783267
137597,"Ravesteyn, Jan van",1625,painting,10783267,only excluded placeholder lrefs available: 10783267
137598,"Mierevelt, Michiel van",1607,painting,10783267,only excluded placeholder lrefs available: 10783267
137599,"Hillegaert, Paulus van (I)",1625,painting,10783267,only excluded placeholder lrefs available: 10783267
137600,"Dalen, Cornelis van (I)",1650,painting,10783267,only excluded placeholder lrefs available: 10783267
137631,Anoniem,1714,painting,10783267,only excluded placeholder lrefs available: 10783267
137632,Anoniem,1725,painting,10783267,only excluded placeholder lrefs available: 10783267
137634,Anoniem,1350,painting,10783267,only excluded placeholder lrefs available: 10783267
137635,Anoniem,1620,painting,10783267,only excluded placeholder lrefs available: 10783267
137636,Anoniem,1649,painting,10783267,only excluded placeholder lrefs available: 10783267
137637,Anoniem,1649,painting,10783267,only excluded placeholder lrefs available: 10783267
137638,Anoniem,1615,painting,10783267,only excluded placeholder lrefs available: 10783267
137639,Anoniem,1612,painting,10783267,only excluded placeholder lrefs available: 10783267
137640,Anoniem,1613,unknown,10783267,only excluded placeholder lrefs available: 10783267
137641,Anoniem,1552,unknown,10783267,only excluded placeholder lrefs available: 10783267
137642,Anoniem,1552,unknown,10783267,only excluded placeholder lrefs available: 10783267
137643,Anoniem,1596,unknown,10783267,only excluded placeholder lrefs available: 10783267
137644,Anoniem,1571,unknown,10783267,only excluded placeholder lrefs available: 10783267
137645,Anoniem,1350,unknown,10783267,only excluded placeholder lrefs available: 10783267
137646,Anoniem,1350,unknown,10783267,only excluded placeholder lrefs available: 10783267
137647,Anoniem,1596,unknown,10783267,only excluded placeholder lrefs available: 10783267
137648,Anoniem,1350,unknown,10783267,only excluded placeholder lrefs available: 10783267
137649,Anoniem,1564,unknown,10783267,only excluded placeholder lrefs available: 10783267
137650,Anoniem,1564,unknown,10783267,only excluded placeholder lrefs available: 10783267
137654,"Asscher, Henriëtte",1873,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
